Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2013-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,6356,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-59190,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),39887,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-10108,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,2828,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-20227,gbp-million,summary-of-balance-of-payments
quarter/2013-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],4046,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-39087,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-44477,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),61342,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,15462,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,874,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-5886,gbp-million,summary-of-balance-of-payments
quarter/2013-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],8863,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-9084,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-22113,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-72155,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,66216,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,766,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-36370,gbp-million,summary-of-balance-of-payments
quarter/2013-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-11777,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,34657,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-55846,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),11477,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-9498,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,493,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-18717,gbp-million,summary-of-balance-of-payments
quarter/2013-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],4628,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-139683,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,73741,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),32342,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-4618,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,2709,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-35509,gbp-million,summary-of-balance-of-payments
quarter/2014-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-12046,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,23696,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-2927,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-13447,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-16628,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,825,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-8481,gbp-million,summary-of-balance-of-payments
quarter/2014-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],7908,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,42439,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-42978,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-27629,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,11330,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,-665,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-17503,gbp-million,summary-of-balance-of-payments
quarter/2014-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],11340,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-33398,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-17938,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),27696,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-5094,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,4244,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-24490,gbp-million,summary-of-balance-of-payments
quarter/2014-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],4813,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-55251,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-7026,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-96797,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,129428,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,12638,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-17008,gbp-million,summary-of-balance-of-payments
quarter/2015-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],14127,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-4053,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-99740,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),8082,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,74501,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,1101,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-20109,gbp-million,summary-of-balance-of-payments
quarter/2015-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-4940,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-4451,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-31634,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),7152,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,-12138,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,5260,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-35811,gbp-million,summary-of-balance-of-payments
quarter/2015-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-8159,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-5632,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-13206,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-2599,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,-16304,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,2080,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-35661,gbp-million,summary-of-balance-of-payments
quarter/2015-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-7808,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-66758,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,1268,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),29691,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,3540,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,2328,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-29931,gbp-million,summary-of-balance-of-payments
quarter/2016-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],309,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,-23374,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-108315,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-15301,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,113475,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,2791,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-30724,gbp-million,summary-of-balance-of-payments
quarter/2016-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-6450,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,-31246,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-61627,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),11071,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,40056,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,2596,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-39150,gbp-million,summary-of-balance-of-payments
quarter/2016-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-1100,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-98074,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,20991,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-3845,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,63939,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,-1204,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-18193,gbp-million,summary-of-balance-of-payments
quarter/2016-Q4,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],-1745,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-MU7M,SA,Financial Accounts Summary,Direct investment,-3644,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-HHZD,SA,Financial Accounts Summary,Portfolio investment,13770,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),9077,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-HHYR,SA,Financial Accounts Summary,Other investment,-26746,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-LTCV,SA,Financial Accounts Summary,Reserve assets,4054,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-3489,gbp-million,summary-of-balance-of-payments
quarter/2017-Q1,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],14227,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-MU7M,SA,Financial Accounts Summary,Direct investment,9875,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-HHZD,SA,Financial Accounts Summary,Portfolio investment,8012,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),4953,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-HHYR,SA,Financial Accounts Summary,Other investment,-43706,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-LTCV,SA,Financial Accounts Summary,Reserve assets,1760,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-19106,gbp-million,summary-of-balance-of-payments
quarter/2017-Q2,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],1327,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-MU7M,SA,Financial Accounts Summary,Direct investment,34371,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-51753,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),4651,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-HHYR,SA,Financial Accounts Summary,Other investment,-9339,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-LTCV,SA,Financial Accounts Summary,Reserve assets,15,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,-HBNT,SA,Financial Accounts Summary,Net financial transactions,-22055,gbp-million,summary-of-balance-of-payments
quarter/2017-Q3,HHDH,SA,Financial Accounts Summary,Net errors and omissions [note 2],3156,gbp-million,summary-of-balance-of-payments
quarter/2017-Q4,-MU7M,SA,Financial Accounts Summary,Direct investment,-4846,gbp-million,summary-of-balance-of-payments
quarter/2017-Q4,-HHZD,SA,Financial Accounts Summary,Portfolio investment,-63297,gbp-million,summary-of-balance-of-payments
quarter/2017-Q4,-ZPNN,SA,Financial Accounts Summary,Financial derivatives (net),-8339,gbp-million,summary-of-balance-of-payments
quarter/2017-Q4,-HHYR,SA,Financial Accounts Summary,Other investment,54656,gbp-million,summary-of-balance-of-payments
quarter/2017-Q4,-LTCV,SA,Financial Accounts Summary,Reserve assets,970,gbp-million,summary-of-balance-of-payments
