Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/1998-Q4,IJAH,SA,Credits,Primary income Compensation of employees,215,gbp-million,current-account
quarter/1998-Q4,HBOK,SA,Credits,Primary income Investment income,26947,gbp-million,current-account
quarter/1998-Q4,MT5T,SA,Credits,Primary income Other primary income,728,gbp-million,current-account
quarter/1998-Q4,HBOH,SA,Credits,Primary income Total,27890,gbp-million,current-account
quarter/1998-Q4,FHDM,SA,Credits,Secondary income Central government,102,gbp-million,current-account
quarter/1998-Q4,FHIB,SA,Credits,Secondary income Other sectors,1729,gbp-million,current-account
quarter/1998-Q4,IKBN,SA,Credits,Secondary income Total,1831,gbp-million,current-account
quarter/1998-Q4,HBON,SA,Credits,Total credits,89543,gbp-million,current-account
quarter/1999-Q1,BOKG,SA,Credits,Exports of goods,39591,gbp-million,current-account
quarter/1999-Q1,IKBB,SA,Credits,Exports of services,19592,gbp-million,current-account
quarter/1999-Q1,IKBH,SA,Credits,Total exports,59183,gbp-million,current-account
quarter/1999-Q1,IJAH,SA,Credits,Primary income Compensation of employees,222,gbp-million,current-account
quarter/1999-Q1,HBOK,SA,Credits,Primary income Investment income,24345,gbp-million,current-account
quarter/1999-Q1,MT5T,SA,Credits,Primary income Other primary income,728,gbp-million,current-account
quarter/1999-Q1,HBOH,SA,Credits,Primary income Total,25295,gbp-million,current-account
quarter/1999-Q1,FHDM,SA,Credits,Secondary income Central government,96,gbp-million,current-account
quarter/1999-Q1,FHIB,SA,Credits,Secondary income Other sectors,1602,gbp-million,current-account
quarter/1999-Q1,IKBN,SA,Credits,Secondary income Total,1698,gbp-million,current-account
quarter/1999-Q1,HBON,SA,Credits,Total credits,86176,gbp-million,current-account
quarter/1999-Q2,BOKG,SA,Credits,Exports of goods,40440,gbp-million,current-account
quarter/1999-Q2,IKBB,SA,Credits,Exports of services,20550,gbp-million,current-account
quarter/1999-Q2,IKBH,SA,Credits,Total exports,60990,gbp-million,current-account
quarter/1999-Q2,IJAH,SA,Credits,Primary income Compensation of employees,248,gbp-million,current-account
quarter/1999-Q2,HBOK,SA,Credits,Primary income Investment income,25411,gbp-million,current-account
quarter/1999-Q2,MT5T,SA,Credits,Primary income Other primary income,684,gbp-million,current-account
quarter/1999-Q2,HBOH,SA,Credits,Primary income Total,26343,gbp-million,current-account
quarter/1999-Q2,FHDM,SA,Credits,Secondary income Central government,86,gbp-million,current-account
quarter/1999-Q2,FHIB,SA,Credits,Secondary income Other sectors,1670,gbp-million,current-account
quarter/1999-Q2,IKBN,SA,Credits,Secondary income Total,1756,gbp-million,current-account
quarter/1999-Q2,HBON,SA,Credits,Total credits,89089,gbp-million,current-account
quarter/1999-Q3,BOKG,SA,Credits,Exports of goods,43170,gbp-million,current-account
quarter/1999-Q3,IKBB,SA,Credits,Exports of services,20526,gbp-million,current-account
quarter/1999-Q3,IKBH,SA,Credits,Total exports,63696,gbp-million,current-account
quarter/1999-Q3,IJAH,SA,Credits,Primary income Compensation of employees,250,gbp-million,current-account
quarter/1999-Q3,HBOK,SA,Credits,Primary income Investment income,25786,gbp-million,current-account
quarter/1999-Q3,MT5T,SA,Credits,Primary income Other primary income,684,gbp-million,current-account
quarter/1999-Q3,HBOH,SA,Credits,Primary income Total,26720,gbp-million,current-account
quarter/1999-Q3,FHDM,SA,Credits,Secondary income Central government,91,gbp-million,current-account
quarter/1999-Q3,FHIB,SA,Credits,Secondary income Other sectors,1338,gbp-million,current-account
quarter/1999-Q3,IKBN,SA,Credits,Secondary income Total,1429,gbp-million,current-account
quarter/1999-Q3,HBON,SA,Credits,Total credits,91845,gbp-million,current-account
quarter/1999-Q4,BOKG,SA,Credits,Exports of goods,43389,gbp-million,current-account
quarter/1999-Q4,IKBB,SA,Credits,Exports of services,22203,gbp-million,current-account
quarter/1999-Q4,IKBH,SA,Credits,Total exports,65592,gbp-million,current-account
quarter/1999-Q4,IJAH,SA,Credits,Primary income Compensation of employees,240,gbp-million,current-account
quarter/1999-Q4,HBOK,SA,Credits,Primary income Investment income,27791,gbp-million,current-account
quarter/1999-Q4,MT5T,SA,Credits,Primary income Other primary income,683,gbp-million,current-account
quarter/1999-Q4,HBOH,SA,Credits,Primary income Total,28714,gbp-million,current-account
quarter/1999-Q4,FHDM,SA,Credits,Secondary income Central government,98,gbp-million,current-account
quarter/1999-Q4,FHIB,SA,Credits,Secondary income Other sectors,1643,gbp-million,current-account
quarter/1999-Q4,IKBN,SA,Credits,Secondary income Total,1741,gbp-million,current-account
quarter/1999-Q4,HBON,SA,Credits,Total credits,96047,gbp-million,current-account
quarter/2000-Q1,BOKG,SA,Credits,Exports of goods,44800,gbp-million,current-account
quarter/2000-Q1,IKBB,SA,Credits,Exports of services,21009,gbp-million,current-account
quarter/2000-Q1,IKBH,SA,Credits,Total exports,65809,gbp-million,current-account
quarter/2000-Q1,IJAH,SA,Credits,Primary income Compensation of employees,247,gbp-million,current-account
quarter/2000-Q1,HBOK,SA,Credits,Primary income Investment income,30407,gbp-million,current-account
quarter/2000-Q1,MT5T,SA,Credits,Primary income Other primary income,684,gbp-million,current-account
quarter/2000-Q1,HBOH,SA,Credits,Primary income Total,31338,gbp-million,current-account
quarter/2000-Q1,FHDM,SA,Credits,Secondary income Central government,96,gbp-million,current-account
quarter/2000-Q1,FHIB,SA,Credits,Secondary income Other sectors,1786,gbp-million,current-account
quarter/2000-Q1,IKBN,SA,Credits,Secondary income Total,1882,gbp-million,current-account
quarter/2000-Q1,HBON,SA,Credits,Total credits,99029,gbp-million,current-account
quarter/2000-Q2,BOKG,SA,Credits,Exports of goods,46330,gbp-million,current-account
quarter/2000-Q2,IKBB,SA,Credits,Exports of services,22370,gbp-million,current-account
quarter/2000-Q2,IKBH,SA,Credits,Total exports,68700,gbp-million,current-account
quarter/2000-Q2,IJAH,SA,Credits,Primary income Compensation of employees,265,gbp-million,current-account
quarter/2000-Q2,HBOK,SA,Credits,Primary income Investment income,32845,gbp-million,current-account
quarter/2000-Q2,MT5T,SA,Credits,Primary income Other primary income,629,gbp-million,current-account
quarter/2000-Q2,HBOH,SA,Credits,Primary income Total,33739,gbp-million,current-account
quarter/2000-Q2,FHDM,SA,Credits,Secondary income Central government,86,gbp-million,current-account
quarter/2000-Q2,FHIB,SA,Credits,Secondary income Other sectors,1542,gbp-million,current-account
quarter/2000-Q2,IKBN,SA,Credits,Secondary income Total,1628,gbp-million,current-account
quarter/2000-Q2,HBON,SA,Credits,Total credits,104067,gbp-million,current-account
quarter/2000-Q3,BOKG,SA,Credits,Exports of goods,46813,gbp-million,current-account
quarter/2000-Q3,IKBB,SA,Credits,Exports of services,23285,gbp-million,current-account
quarter/2000-Q3,IKBH,SA,Credits,Total exports,70098,gbp-million,current-account
quarter/2000-Q3,IJAH,SA,Credits,Primary income Compensation of employees,263,gbp-million,current-account
quarter/2000-Q3,HBOK,SA,Credits,Primary income Investment income,34611,gbp-million,current-account
quarter/2000-Q3,MT5T,SA,Credits,Primary income Other primary income,629,gbp-million,current-account
quarter/2000-Q3,HBOH,SA,Credits,Primary income Total,35503,gbp-million,current-account
quarter/2000-Q3,FHDM,SA,Credits,Secondary income Central government,94,gbp-million,current-account
quarter/2000-Q3,FHIB,SA,Credits,Secondary income Other sectors,1638,gbp-million,current-account
quarter/2000-Q3,IKBN,SA,Credits,Secondary income Total,1732,gbp-million,current-account
quarter/2000-Q3,HBON,SA,Credits,Total credits,107333,gbp-million,current-account
quarter/2000-Q4,BOKG,SA,Credits,Exports of goods,49263,gbp-million,current-account
quarter/2000-Q4,IKBB,SA,Credits,Exports of services,23507,gbp-million,current-account
quarter/2000-Q4,IKBH,SA,Credits,Total exports,72770,gbp-million,current-account
quarter/2000-Q4,IJAH,SA,Credits,Primary income Compensation of employees,257,gbp-million,current-account
quarter/2000-Q4,HBOK,SA,Credits,Primary income Investment income,36548,gbp-million,current-account
quarter/2000-Q4,MT5T,SA,Credits,Primary income Other primary income,628,gbp-million,current-account
quarter/2000-Q4,HBOH,SA,Credits,Primary income Total,37433,gbp-million,current-account
quarter/2000-Q4,FHDM,SA,Credits,Secondary income Central government,105,gbp-million,current-account
quarter/2000-Q4,FHIB,SA,Credits,Secondary income Other sectors,1441,gbp-million,current-account
quarter/2000-Q4,IKBN,SA,Credits,Secondary income Total,1546,gbp-million,current-account
quarter/2000-Q4,HBON,SA,Credits,Total credits,111749,gbp-million,current-account
quarter/2001-Q1,BOKG,SA,Credits,Exports of goods,50329,gbp-million,current-account
quarter/2001-Q1,IKBB,SA,Credits,Exports of services,25031,gbp-million,current-account
quarter/2001-Q1,IKBH,SA,Credits,Total exports,75360,gbp-million,current-account
quarter/2001-Q1,IJAH,SA,Credits,Primary income Compensation of employees,252,gbp-million,current-account
quarter/2001-Q1,HBOK,SA,Credits,Primary income Investment income,39684,gbp-million,current-account
quarter/2001-Q1,MT5T,SA,Credits,Primary income Other primary income,630,gbp-million,current-account
quarter/2001-Q1,HBOH,SA,Credits,Primary income Total,40566,gbp-million,current-account
quarter/2001-Q1,FHDM,SA,Credits,Secondary income Central government,122,gbp-million,current-account
quarter/2001-Q1,FHIB,SA,Credits,Secondary income Other sectors,1291,gbp-million,current-account
quarter/2001-Q1,IKBN,SA,Credits,Secondary income Total,1413,gbp-million,current-account
quarter/2001-Q1,HBON,SA,Credits,Total credits,117339,gbp-million,current-account
quarter/2001-Q2,BOKG,SA,Credits,Exports of goods,48322,gbp-million,current-account
quarter/2001-Q2,IKBB,SA,Credits,Exports of services,24775,gbp-million,current-account
quarter/2001-Q2,IKBH,SA,Credits,Total exports,73097,gbp-million,current-account
quarter/2001-Q2,IJAH,SA,Credits,Primary income Compensation of employees,275,gbp-million,current-account
quarter/2001-Q2,HBOK,SA,Credits,Primary income Investment income,35550,gbp-million,current-account
quarter/2001-Q2,MT5T,SA,Credits,Primary income Other primary income,683,gbp-million,current-account
quarter/2001-Q2,HBOH,SA,Credits,Primary income Total,36508,gbp-million,current-account
quarter/2001-Q2,FHDM,SA,Credits,Secondary income Central government,97,gbp-million,current-account
quarter/2001-Q2,FHIB,SA,Credits,Secondary income Other sectors,1113,gbp-million,current-account
quarter/2001-Q2,IKBN,SA,Credits,Secondary income Total,1210,gbp-million,current-account
quarter/2001-Q2,HBON,SA,Credits,Total credits,110815,gbp-million,current-account
quarter/2001-Q3,BOKG,SA,Credits,Exports of goods,46556,gbp-million,current-account
quarter/2001-Q3,IKBB,SA,Credits,Exports of services,23743,gbp-million,current-account
quarter/2001-Q3,IKBH,SA,Credits,Total exports,70299,gbp-million,current-account
quarter/2001-Q3,IJAH,SA,Credits,Primary income Compensation of employees,288,gbp-million,current-account
quarter/2001-Q3,HBOK,SA,Credits,Primary income Investment income,33258,gbp-million,current-account
quarter/2001-Q3,MT5T,SA,Credits,Primary income Other primary income,682,gbp-million,current-account
quarter/2001-Q3,HBOH,SA,Credits,Primary income Total,34228,gbp-million,current-account
quarter/2001-Q3,FHDM,SA,Credits,Secondary income Central government,104,gbp-million,current-account
quarter/2001-Q3,FHIB,SA,Credits,Secondary income Other sectors,2626,gbp-million,current-account
quarter/2001-Q3,IKBN,SA,Credits,Secondary income Total,2730,gbp-million,current-account
quarter/2001-Q3,HBON,SA,Credits,Total credits,107257,gbp-million,current-account
quarter/2001-Q4,BOKG,SA,Credits,Exports of goods,45868,gbp-million,current-account
quarter/2001-Q4,IKBB,SA,Credits,Exports of services,24193,gbp-million,current-account
quarter/2001-Q4,IKBH,SA,Credits,Total exports,70061,gbp-million,current-account
quarter/2001-Q4,IJAH,SA,Credits,Primary income Compensation of employees,272,gbp-million,current-account
quarter/2001-Q4,HBOK,SA,Credits,Primary income Investment income,31399,gbp-million,current-account
quarter/2001-Q4,MT5T,SA,Credits,Primary income Other primary income,681,gbp-million,current-account
quarter/2001-Q4,HBOH,SA,Credits,Primary income Total,32352,gbp-million,current-account
quarter/2001-Q4,FHDM,SA,Credits,Secondary income Central government,108,gbp-million,current-account
quarter/2001-Q4,FHIB,SA,Credits,Secondary income Other sectors,1191,gbp-million,current-account
quarter/2001-Q4,IKBN,SA,Credits,Secondary income Total,1299,gbp-million,current-account
quarter/2001-Q4,HBON,SA,Credits,Total credits,103712,gbp-million,current-account
quarter/2002-Q1,BOKG,SA,Credits,Exports of goods,47283,gbp-million,current-account
quarter/2002-Q1,IKBB,SA,Credits,Exports of services,23891,gbp-million,current-account
quarter/2002-Q1,IKBH,SA,Credits,Total exports,71174,gbp-million,current-account
quarter/2002-Q1,IJAH,SA,Credits,Primary income Compensation of employees,252,gbp-million,current-account
quarter/2002-Q1,HBOK,SA,Credits,Primary income Investment income,30907,gbp-million,current-account
quarter/2002-Q1,MT5T,SA,Credits,Primary income Other primary income,685,gbp-million,current-account
quarter/2002-Q1,HBOH,SA,Credits,Primary income Total,31844,gbp-million,current-account
quarter/2002-Q1,FHDM,SA,Credits,Secondary income Central government,138,gbp-million,current-account
quarter/2002-Q1,FHIB,SA,Credits,Secondary income Other sectors,1817,gbp-million,current-account
quarter/2002-Q1,IKBN,SA,Credits,Secondary income Total,1955,gbp-million,current-account
quarter/2002-Q1,HBON,SA,Credits,Total credits,104973,gbp-million,current-account
quarter/2002-Q2,BOKG,SA,Credits,Exports of goods,49336,gbp-million,current-account
quarter/2002-Q2,IKBB,SA,Credits,Exports of services,24304,gbp-million,current-account
quarter/2002-Q2,IKBH,SA,Credits,Total exports,73640,gbp-million,current-account
