TrueSitcNotation,Label,Notation,Parent Notation,Sort Priority
696.31,"Razors, non-electric",69631,69600,2665
696.35,Safety razor blades (including razor blades blanks in strips),69635,69600,2666
696.38,"Parts, nes, of non-electric razors, other than plastic",69638,69600,2667
696.4,"Scissors, tailors' shears and similar shears, and blades therefor",69640,69600,2668
696.5,"Other atl of cutlery(eg hair clippers,butchers' or kitchen cleavers,knives etc);manicure/pedicure sets & ins",69650,69600,2669
696.51,"Paper knives, letter openers, erasing knives, pencil sharpeners and blades therefor",69651,69600,2670
696.55,Manicure or pedicure sets and instruments (including nail files),69655,69600,2671
696.59,"Articles of cutlery, nes",69659,69600,2672
696.6,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives and similar kitchen or tableware",69660,69600,2673
696.61,Sets of assorted articles containing at least one article plated with precious metal,69661,69600,2674
696.62,"Sets of assorted articles of heading 696.60, nes",69662,69600,2675
696.63,"Articles, not in sets, plated with precious metal",69663,69600,2676
696.69,"Articles of heading 669.60 nes, not in sets",69669,69600,2677
696.8,"Knives with cutting blades, serrated or not (inc pruning knives), o/t knives of hdg 695.6, & blades therefor",69680,69600,2678
697,"Household equipment of base metal, nes",69700,69,2679
697.3,"Cooking/heating app of a kind used for domestic pps, non-electric, & parts thereof, of iron,steel or copper",69730,69700,2680
697.31,"Domestic cooking appliances (eg kitchen stoves, cookers etc) & plate warmers, non-electric,of iron or steel",69731,69700,2681
697.32,"Domestic stoves (o/t cooking appliances), grates & similar non-electric space heaters, of iron or steel",69732,69700,2682
697.33,"Parts, of iron or steel, of the appliances of heading 697.31 and 697.32",69733,69700,2683
697.34,"Cooking or heating apparatus of a kind used for domestic purposes, non-electic, & parts thereof, of copper",69734,69700,2684
697.4,"Household atl nes, of aluminium, copper, iron or steel; steel wool; scourers,pads,gloves of iron, steel etc",69740,69700,2685
697.41,"Household articles and parts thereof, nes, of iron or steel",69741,69700,2686
697.42,"Household articles and parts thereof, nes, of copper",69742,69700,2687
697.43,"Household articles and parts thereof, nes, of aluminium",69743,69700,2688
697.44,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",69744,69700,2689
697.5,"Sanitary ware and parts thereof, nes, of iron, steel, copper or aluminium",69750,69700,2690
697.51,"Sanitary ware and parts thereof, nes, of iron or steel",69751,69700,2691
697.52,"Sanitary ware and parts thereof, nes, of copper",69752,69700,2692
697.53,"Sanitary ware and parts thereof, nes, of aluminium",69753,69700,2693
697.8,"Household appliances, decorative articles, frames and mirrors, of base metal, nes",69780,69700,2694
697.81,"Mch appliances, hand-operated, wgt 10kg or less, used in the prp, conditioning or serving of food or drink",69781,69700,2695
697.82,"Statuettes & other ornaments, of base metal;photo, picture or sim frames, of base metal; mirrors of base metal",69782,69700,2696
699,"Manufactures of base metal, nes",69900,69,2697
699.1,"Locksmiths' wares, safes, strong boxes, etc. and hardware, nes, of base metal",69910,69900,2698
699.11,"Padlocks & locks (key, combination or ele op), of base meal; clasps etc incorp locks, of base metal; keys",69911,69900,2699
699.12,"Armoured or reinforced safes, strong boxes & doors & deposit lockers for strong rooms,cash boxes etc, of metal",69912,69900,2700
699.13,"Hinges, of base metal",69913,69900,2701
699.14,"Castors, of base metal",69914,69900,2702
699.15,"Other mountings, fittings and similar articles, of base metal, suitable for motor vehicles",69915,69900,2703
699.16,"Other mountings, fittings and similar articles, of base metal, suitable for buildings",69916,69900,2704
699.17,"Other mountings, fittings and similar articles, of base metal, suitable for furniture",69917,69900,2705
699.19,"Mountings, fittings etc, of base metal, nes; base metal hat-pegs, brackets & sim fixtures; auto door closers",69919,69900,2706
699.2,"Chain (other than articulated link chain) and parts thereof, of iron or steel",69920,69900,2707
699.21,Skid chain of iron or steel,69921,69900,2708
699.22,Chain (other than skid or articulated link) of iron or steel,69922,69900,2709
699.3,"Pins & needles,of iron/steel,base metal spangles & beads;fittings of base metal,commonly used for clothing etc",69930,69900,2710
699.31,"Sewing or knitting needles, bodkins,crochet hooks, embroidery stilettos & sim atl,for hand use,of iron/steel",69931,69900,2711
699.32,"Safety pins and other pins, of iron or steel, nes",69932,69900,2712
699.33,"Base metal clasps etc, used for clothing etc; base metal tubular/bifurcated rivets; base metal beads/spangles",69933,69900,2713
699.4,"Springs and leaves for springs, of iron or steel",69940,69900,2714
699.41,"Springs and leaves for springs, of iron or steel",69941,69900,2715
699.42,Copper springs,69942,69900,2716
699.5,Miscellaneous articles of base metal,69950,69900,2717
699.51,"Flexible tubing of base metal, with or without fittings",69951,69900,2718
699.52,"Bells, gongs and the like, non-electric, and parts thereof, of base metal",69952,69900,2719
699.53,"Stoppers, caps & lids, capsules for bottles,seals, threaded bungs, bung covers & other pkg acc, of base metal",69953,69900,2720
699.54,"Sign, name, address & sim plates, numbers, letters & other symbols, of base metal (exc those of hdg 813)",69954,69900,2721
699.55,"Rods, electrodes etc,of base metal/metal carbides, coated or cored with flux, for soldering, welding etc",69955,69900,2722
699.6,"Articles of iron or steel, nes",69960,69900,2723
699.61,"Anchors, grapnels and parts thereof, of iron or steel",69961,69900,2724
699.62,"Cast articles of non-malleable cast iron, nes",69962,69900,2725
699.63,"Cast articles of iron or steel, nes",69963,69900,2726
699.65,"Articles of iron or steel, forged or stamped, but not further worked, nes",69965,69900,2727
699.67,"Articles of iron or steel wire, nes",69967,69900,2728
699.69,"Articles of iron or steel, nes",69969,69900,2729
699.7,"Articles, nes, of copper, nickle, aluminium, lead, zinc and tin",69970,69900,2730
699.71,Chain of copper and parts thereof,69971,69900,2731
699.73,"Articles of copper, nes",69973,69900,2732
699.75,"Articles of nickel, nes",69975,69900,2733
699.76,"Articles of lead, nes",69976,69900,2734
699.77,"Articles of zinc, nes",69977,69900,2735
699.78,"Articles of tin, nes",69978,69900,2736
699.79,"Articles of aluminium, nes",69979,69900,2737
699.8,"Semi-manufactures & articles of cobalt, cadmium, titanium & zirconium, nes",69980,69900,2738
699.81,"Cobalt, wrought, and articles of cobalt, nes",69981,69900,2739
699.83,"Cadmium, wrought, and articles of cadmium, nes",69983,69900,2740
699.85,"Titanium, wrought, and articles of titanium, nes",69985,69900,2741
699.87,"Zirconium, wrought, and articles of zirconium, nes",69987,69900,2742
699.9,"Semi-mfr and atl of tungsten (wolfram),molybdenum, tantalum, magnesium, of other base metals, nes",69990,69900,2743
699.91,"Tungsten, wrought, and articles of tungsten, nes",69991,69900,2744
699.92,"Molybdenum, wrought, and articles of molybdenum, nes",69992,69900,2745
699.93,"Tantalum, wrought, and articles of tantalum, nes",69993,69900,2746
699.94,"Magnesium, wrought, and articles of magnesium, nes",69994,69900,2747
699.95,"Beryllium, wrought, and articles of beryllium, nes",69995,69900,2748
699.99,"Base metals, wrought, nes, and articles of these metals, nes",69999,69900,2749
711,"Steam or other gen boilers, super-heated water boilers, & aux plant for use therewith; and parts thereof",71100,71,2750
711.1,Steam or other vapour generating boilers; super-heated water boilers,71110,71100,2751
711.11,Steam or other vapour generating boilers,71111,71100,2752
711.12,Super-heated water boilers,71112,71100,2753
711.2,Aux plant for use with boilers of hdg 711.10 or 812.10; condensers for steam or other vapour power units,71120,71100,2754
711.21,Auxiliary plant for use with boilers of heading 711.10 or 812.10,71121,71100,2755
711.22,Condensers for steam or other vapour power units,71122,71100,2756
711.9,Parts for the boilers and auxiliary plant of heading 711.10 and 711.20,71190,71100,2757
711.91,Parts for the boilers of heading 711.10,71191,71100,2758
711.92,Parts for the apparatus and appliances of heading 711.20,71192,71100,2759
712,"Steam turbines and other vapour turbines, and parts thereof, nes",71200,71,2760
712.1,Steam turbines and other vapour turbines,71210,71200,2761
712.11,"Steam turbines and other vapour turbines, for marine propulsion",71211,71200,2762
712.19,"Steam turbines and other vapour turbines, nes",71219,71200,2763
712.8,Parts for the turbines of heading 712.10,71280,71200,2764
713,"Internal combustion piston engines, and parts thereof, nes",71300,71,2765
713.1,"Internal combustion piston engines for aircraft, and parts thereof, nes",71310,71300,2766
713.11,Spark-ignition reciprocating or rotary internal combustion piston engines for aircraft,71311,71300,2767
713.19,"Parts, nes, of aircraft engines of heading 713.11",71319,71300,2768
713.2,"Ic piston engines for propelling vehicles of division 78, group 722 and headings 744.14, 744.15 & 891.11",71320,71300,2769
713.21,"Ic piston engines for vehicles of div 78, group 722, hdgs 744.14 & 15, & 891.11: reciprocating ne 1000 cc",71321,71300,2770
713.22,"Ic piston engines for vehicles of div 78, group 772, hdgs 744.14 & 15, & 891.11: reciprocating exd 1000 cc",71322,71300,2771
713.23,"Ic piston engines for vehicles of div 78, group 722, hdgs 744.14 & 15, & 891.11: compression-ignition",71323,71300,2772
713.3,"Internal combustion piston engines, marine propulsion",71330,71300,2773
713.31,Outboard motors (marine propulsion),71331,71300,2774
713.32,"Spark-ignition reciprocating or rotary ic engines for marine propulsion, other than outboard motors",71332,71300,2775
713.33,Compression-ignition engines (diesel or semi-diesel engines) for marine propulsion,71333,71300,2776
713.8,"Internal combustion piston engines, nes",71380,71300,2777
713.81,Other spark-ignition reciprocating or rotary internal combustion piston engines,71381,71300,2778
713.82,Other compression-ignition internal combustion engines (diesel or semi-diesel engines),71382,71300,2779
713.9,"Parts, nes, for the internal combustion piston engines of heading 713.20, 713.30 and 713.80",71390,71300,2780
713.91,"Parts, nes, for the ic piston engines of headings 713.20,713.30 & 713.80, suitable for spark-ignition engines",71391,71300,2781
713.92,"Parts, nes, for the ic piston engines of headings 713.20, 713.30 & 713.80, suitable for compression engines",71392,71300,2782
714,"Engines and motors, non-ele (o/t those of groups 712, 713, & 718); parts, nes, of these engines and motors",71400,71,2783
714.4,Reaction engines,71440,71400,2784
714.41,Turbo-jets,71441,71400,2785
714.49,Reaction engines: other than turbo-jets,71449,71400,2786
714.8,"Gas turbines, nes",71480,71400,2787
714.81,Turbo-propellers,71481,71400,2788
714.89,Other gas turbines,71489,71400,2789
714.9,Parts of the engines and motors of headings 714.41 and 714.80,71490,71400,2790
714.91,Parts for turbo-jets or turbo-propellers,71491,71400,2791
714.99,Parts for the gas turbines of heading 714.89,71499,71400,2792
716,"Rotating electric plant and parts therof, nes",71600,71,2793
716.1,Electric motors of an output not exceeding 37.5 w,71610,71600,2794
716.2,"Electric motors (other than motors of an output not exceeding 37.5 w) and generators, direct current",71620,71600,2795
716.3,"Electric motors (other than motors of an output not exceeding 37.5 w) and generators, alternating current",71630,71600,2796
716.31,"Ac motors (including universal (ac/dc) motors, but excluding motors of an output not exceeding 37.5 w)",71631,71600,2797
716.32,"Generators, alternating current",71632,71600,2798
716.4,Electric rotary converters.,71640,71600,2799
716.5,Electric generating sets,71650,71600,2800
716.51,Electric generating sets with internal combustion piston engines,71651,71600,2801
716.52,Other electric generating sets,71652,71600,2802
716.9,"Parts, nes, suitable for use solely or principally with the machines falling within group 716",71690,71600,2803
718,"Other power generating machinery and parts thereof, nes",71800,71,2804
718.1,"Hydraulic turbines and water wheels, and parts thereof",71810,71800,2805
718.11,Hydraulic turbines and water wheels,71811,71800,2806
718.19,"Parts,including regulators, of hydraulic turbines and water wheels",71819,71800,2807
718.7,"Nuclear reactors, and parts thereof; fuel elements (cartridges) non-irradiated, for nuclear reactors",71870,71800,2808
718.71,Nuclear reactors,71871,71800,2809
718.77,"Fuel elements (cartridges), non-irradiated, for nuclear reactors",71877,71800,2810
718.78,Parts of nuclear reactors,71878,71800,2811
718.9,"Engines & motors, nes (eg wind, hot air engines); parts of foregoing & parts of reaction engines (hdg 714.49)",71890,71800,2812
718.91,Linear acting hydraulic power engines and motors (cylinders),71891,71800,2813
718.92,Linear acting pneumatic power engines and motors (cylinders),71892,71800,2814
718.93,"Other engines and motors, nes",71893,71800,2815
718.99,"Parts of the engines and motors of headings 714.49, 718.91, 718.92 and 718.93",71899,71800,2816
721,Agricultural machinery (excluding tractors) and parts thereof,72100,72,2817
721.1,"Agr, hrt or forestry m/c for soil preparation or cultivation; lawn or sports ground rollers; parts thereof",72110,72100,2818
721.11,Ploughs,72111,72100,2819
721.12,"Seeders, planters, transplanters; fertilizer distributers and manure spreaders (other than hand tools)",72112,72100,2820
721.13,"Scarifiers, cultivators, weeders, hoes and harrows (other than hand tools)",72113,72100,2821
721.18,"Other agr, hrt or forestry machinery for soil preparation & cultivation; lawn & sports ground rollers",72118,72100,2822
721.19,Parts of the machinery of sub-group 721.10,72119,72100,2823
721.2,"Harvesting & threshing m/c (inc balers); mowers; m/c for cleaning, sorting or grading eggs & agr produce",72120,72100,2824
